"product_name","countries_en","additives_n","pnns_groups_2","energy_100g","fat_100g","saturated.fat_100g","carbohydrates_100g","proteins_100g","sodium_100g","nutrition.score.fr_100g","nutrition.score.uk_100g"
"Belvita Crookie Abricots & 5 céréales complètes","France",11,"Biscuits and cakes",1675,9.1,1.1,66,7.6,0.248031496062992,7,7
"BelVita Crookie Noisettes & 5 céréales complètes","France",6,"Biscuits and cakes",1770,12,1.2,63,8.8,0.224409448818898,7,7
"Cake & Choc","Other",8,"Biscuits and cakes",1785,20,8.6,55.5,5.1,0.275590551181102,20,20
"Napolitain le Gâteau","France",10,"Biscuits and cakes",1790,20,8.6,58,4.1,0.0984251968503937,18,18
"Le Grand Napolitain à partager","France",10,"Biscuits and cakes",1792,20,8.9,58,4.2,0.0944881889763779,19,19
"Philadelphia Getrocknete Tomate","Germany",3,"Cheese",604,10,6.2,6,6.7,0.452755905511811,8,12
"Philadelphia Light","Other",3,"Cheese",632,11,7.2,5.1,7.4,0.31496062992126,8,12
"Brisures de biscuits","France",4,"Biscuits and cakes",1855,14,6.5,70,7,0.5,18,18
"Napolitain signature chocolat orange","France",20,"Biscuits and cakes",1895,24,11,56,3.9,0.177,21,21
"Belvita Crookie Chocolat & 5 céréales complètes","France",7,"Biscuits and cakes",1757,12,2.9,63.5,8.1,0.224409448818898,9,9
"Granola l'Original Chocolat au Lait","France",5,"Biscuits and cakes",2090,24,12,63,7,0.464566929133858,23,23
"Cookies Gros éclats de chocolat (lot de 2 x 276 g) Maxiformat Granola","France",5,"Biscuits and cakes",2130,26,14,61,4.5,0.413385826771654,24,24
"Lulu Chocolat","France",6,"Biscuits and cakes",1660,16,3.1,58,6,0.326771653543307,15,15
"Milka choco twist","France",8,"Biscuits and cakes",1865,23,11,55,5,0.354330708661417,23,23
"Philadelphia Luftig & Lecker Kräuter der Provence","Other",5,"Cheese",1045,24,15.5,2.8,6.2,0.433070866141732,14,17
"Délice Fouetté Herbes de Provence","France",6,"Cheese",1045,24,15.5,2.8,6.2,0.433070866141732,14,17
"Granola Cœur Extra Chocolat","France",7,"Biscuits and cakes",2030,25,14,60,4.7,0.28740157480315,23,23
"Pepito croc sablé goût Choco","France",1,"Biscuits and cakes",2175,26,13,63,5.6,0.118110236220472,19,19
"Cookies Sensations coeur Choco","France",6,"Biscuits and cakes",2140,27,9,63,4.2,0.346456692913386,23,23
"Napolitain signature chocolat poire","France",16,"Biscuits and cakes",1825,23,11,54,3.9,0.188976377952756,23,23
"Goûter Moelleux Chocolat","France",8,"Biscuits and cakes",1870,20,5,62,5.6,0.216535433070866,16,16
"Milka Sensations","Germany",3,"Biscuits and cakes",2140,27,9,63,4.2,0.346456692913386,23,23
"Mini Granola","France",3,"Biscuits and cakes",2105,24,12,64,5.8,0.413385826771654,22,22
"Mini Prince sablés goût chocolat","France",3,"Biscuits and cakes",2140,25,12,63,6.1,0.236220472440945,20,20
"Petit écolier chocolat au lait","France",5,"Biscuits and cakes",2095,22,14,65,6.4,0.236220472440945,23,23
"Véritable Petit écolier Pocket Chocolat au Lait","France",5,"Biscuits and cakes",2095,24,15,65,6.5,0.236220472440945,23,23
"Figolu - La Barre","France",4,"Biscuits and cakes",1580,7.1,3.3,74,3.6,0.0984251968503937,12,12
"Véritable Petit écolier Chocolat au lait","France",5,"Biscuits and cakes",2050,22,14,65,6.4,0.236220472440945,23,23
"Le Moelleux Nature aux 5 Céréales Complètes","France",6,"Biscuits and cakes",1620,12,1,63,5.9,0.275590551181102,2,2
"BelVita Le Moelleux Fruits Rouges","Other",7,"Biscuits and cakes",1605,11,0.9,65,5.5,0.248031496062992,2,2
"Belvita petit déjeuner","France",8,"Biscuits and cakes",1705,15,3.4,61,5.7,0.236220472440945,9,9
"Oreo Peanut Butter Flavour","France",7,"Biscuits and cakes",2015,20.5,9.8,66,5.8,0.452755905511811,23,23
"Prince goût Chocolat au blé complet","France",4,"Biscuits and cakes",1955,17,5.7,69,6.3,0.196850393700787,14,14
"Prince Goût Chocolat Multi Céréales au blé complet","France",4,"Biscuits and cakes",1940,17,5.2,68,6.4,0.248031496062992,13,13
"Biscuits choco blanc","Other",4,"Biscuits and cakes",1975,17,5.5,71,6,0.208661417322835,15,15
"Prince vanille","France",4,"Biscuits and cakes",1980,17,5.5,75,5,0.197,15,15
"Prince goût tout choco","France",3,"Biscuits and cakes",1941,17,5.8,66,7,0.21259842519685,14,14
"Granola Barre Extra Sablée","France",5,"Biscuits and cakes",2000,24,13,61,6.7,0.401574803149606,22,22
"Goûter Moelleux Tout Choco","France",6,"Biscuits and cakes",1730,18,4.7,56,6,0.216535433070866,14,14
"Mikado Chocolat au lait amandes grillées","France",2,"Biscuits and cakes",2025,20,11,65,7.7,0.31496062992126,22,22
"Véritable Petit Beurre","France",3,"Biscuits and cakes",1832,12,7.5,72,7.9,0.543307086614173,19,19
"Petit Lu Beurre & Sel de Guérande","France",4,"Biscuits and cakes",2024,21,14,65,6.6,0.52755905511811,23,23
"Petit brun extra","France",4,"Biscuits and cakes",1862,13,5.8,75,7.2,0.275590551181102,14,14
"Edition Spéciale","France",3,"Biscuits and cakes",1825,10,4.8,76,7.7,0.374015748031496,14,14
"Golden Oreo","France",3,"Biscuits and cakes",2055,21,10,70,5.1,0.354330708661417,24,24
"Philadelphia Mediterrane Kräuter","Germany",3,"Cheese",881,19,13,4.1,5.1,0.34251968503937,12,15
"Granola","Other",5,"Biscuits and cakes",2093,24,12,63,7,0.468503937007874,23,23
"Le Moelleux fruits rouges","France",6,"Biscuits and cakes",1610,11,9,65,4.9,0.251968503937008,14,14
"Choco Brownie","France",12,"Biscuits and cakes",1979,29,12,48,4.8,0.118110236220472,22,22
"Chocolat Brownie","France",12,"Biscuits and cakes",1979,29,12,48,4.8,0.118110236220472,22,22
"Strawberry Cheesecake flavour","France",4,"Biscuits and cakes",2009,20,9.5,68,5.2,0.358267716535433,21,21
"Prince Maxi Goût Chocolat","France",3,"Biscuits and cakes",2121,24,12,65,5.5,0.15748031496063,21,21
"Véritable petit beurre","France",3,"Biscuits and cakes",1832,12,7.5,72,7.9,0.543307086614173,19,19
"Pepito gâteau marbré","France",5,"Biscuits and cakes",1758,22,9.9,51,5.4,0.263779527559055,19,19
"Pépito Marbré","France",7,"Biscuits and cakes",1848,24,11,52,5.4,0.271653543307087,20,20
"Biscuit Grany Céréales gourmandes & Croustillantes","France",2,"Biscuits and cakes",1969,21,9.1,60,7.6,0.5,19,19
"Biscuit Grany Céréales Gourmandes & Pomme","France",9,"Biscuits and cakes",1951,18,4.4,66,7.7,0.425196850393701,14,14
"Choco Biscuit","Other",6,"Biscuits and cakes",2075,22,14,65,7.1,0.295275590551181,24,24
"Philadelphia Schnittlauch","Germany",2,"Cheese",626,11,7.1,5.2,7.4,0.492125984251969,10,14
"Philadelphia Doppelrahmstufe","Germany",2,"Cheese",964,21.5,14.5,4,5.5,0.31496062992126,12,15
"Philadelphia Kräuter","Germany",3,"Cheese",909,20,13.5,4.3,5.3,0.425196850393701,13,16
"Philadelphia Kräuter Balance","Germany",2,"Cheese",601,10.5,6.7,5.3,7,0.401574803149606,8,12
"Philadelphia Balance","Germany",3,"Cheese",632,11,7.2,5.1,7.4,0.31496062992126,8,12
"Philadelphia Joghurt","Germany",2,"Cheese",673,12,7.9,5,7.3,0.307086614173228,9,13
"Philadelphia Kräuter Family Pack","Germany",3,"Cheese",909,20,13.5,4.3,5.3,0.425196850393701,13,16
"Philadelphia Räucherlachs mit Dill","Germany",4,"Cheese",590,10,6.2,5.1,7.3,0.484251968503937,9,13
"Oreo Original","Other",4,"Biscuits and cakes",2010,20,9.8,69,5,0.354330708661417,22,22
"Choco Cookies","France",4,"Biscuits and cakes",2040,24,12,62,5.2,0.326771653543307,24,24
"Oreo Chocolate Creme","Other",3,"Biscuits and cakes",1955,19,9.2,67,5,0.354330708661417,22,22
"Mini Principe","Other",3,"Biscuits and cakes",2140,26,12.5,63,5.9,0.236220472440945,22,22
"Mattinais fibra & cereais","Other",5,"Biscuits and cakes",1918,16,4.1,67,8.2,0.45,13,13
"Philadelphia Nature (21,5% MG)","France",0,"Cheese",913,21.5,14.5,4,5.5,0.295275590551181,12,15
"Ail & Fines Herbes (20% MG)","Other",3,"Cheese",922,20,13.5,4.6,5.4,0.433070866141732,13,16
"Mikado Chocolat au lait","Other",1,"Biscuits and cakes",2010,19.5,11.5,68,6.8,0.275590551181102,21,21
"White Choc","Other",4,"Biscuits and cakes",2145,25.5,13.5,66,4.4,0.23,27,27
"Oreo Milk Choc","France",4,"Biscuits and cakes",2125,25,13.5,65,4.8,0.21,26,26
"Choco Moooo","France",5,"Biscuits and cakes",2075,21,11,68,6.9,0.29,24,24
"Philadelphia mit Milka","Other",4,"Cheese",1205,13.5,8.4,34,6.3,0.224409448818898,15,18
"BelVita Breakfast - Cereals, Honey and Nut","Other",2,"Biscuits and cakes",1880,15.5,1.7,68,7.4,0.354330708661417,9,9
"Philadelphia light","Other",4,"Cheese",192,3.5,2.2,1.1,2.5,0.1,2,2
"Palet intense Noir aux éclats de fèves de cacao","France",4,"Biscuits and cakes",2180,29,16,57,5.4,0.14,20,20
"Palet intense Lait fourré au praliné ","France",3,"Biscuits and cakes",2265,31,16,55,8.4,0.13,21,21
"Philadelphia nature","Other",2,"Cheese",920,21.5,14.5,4,5.5,0.295275590551181,12,15
"Cookies Gros éclats de chocolat Maxiformat Granola","France",5,"Biscuits and cakes",2130,26,14,61,4.5,0.413385826771654,24,24
"Belvita Breakfast - Fruit & Fibre","Other",1,"Biscuits and cakes",1680,14.1,1.5,65.5,7.4,0.124,6,6
"Oreo","UK",4,"Biscuits and cakes",2135,26,14.5,65,4.8,0.208661417322835,25,25
"Philadelphia Light Nature (11,5% MG) - 150 g - Kraft","France",3,"Cheese",625,11.5,7.5,5.1,8,0.46,10,14
"Mikado King Choco Chocolat ","Other",3,"Biscuits and cakes",2090,26,15.5,58,5.7,0.15748031496063,20,20
"Mikado King Choco Chocolat saveur Praliné","France",3,"Biscuits and cakes",2095,25.5,15.5,59,5.8,0.16,20,20
"Véritable Petit Écolier Noix de Coco","France",5,"Biscuits and cakes",2110,25,17,62,6.4,0.23,22,22
"Philadelphia Saumon fumé & aneth (10% MG)","France",6,"Cheese",608,10,6.5,5.1,7.8,0.51,9,13
"Granola Extra Cookies Chocolat Noisette","France",5,"Biscuits and cakes",2210,30,13,57,5.6,0.492125984251968,23,23
"Napolitain Caramel beurre salé","France",7,"Biscuits and cakes",1940,25,13.5,54,5,0.25,23,23
"Cookies Granola gros éclats chocolat Daim","France",8,"Biscuits and cakes",2075,25,13,62,4.4,0.472,26,26
"Cake & Choc","Other",7,"Biscuits and cakes",1815,21,9,57,5.3,0.307086614173228,21,21
"Milka Choco Twist","France",7,"Biscuits and cakes",1870,23,11,56,5.2,0.334645669291339,23,23
"Milka Choco Tutti","France",12,"Biscuits and cakes",1970,24.7,12,56.7,5.33,0.167,22,22
"XL cookies Choco","France",5,"Biscuits and cakes",2095,25.5,14,61.5,5.4,0.433070866141732,26,26
"Craquinette à la figue","France",6,"Biscuits and cakes",1635,6.5,3.2,75,6.4,0.09,9,9
"BelVita Tartiné goût Choco Noisette & 5 céréales complètes","Other",8,"Biscuits and cakes",1925,18,3.3,69,7.2,0.169291338582677,9,9
"BelVita Petit Déjeuner Le Tartiné à la Fraise","France",13,"Biscuits and cakes",1760,12,1.6,73,6.6,0.267716535433071,8,8
"Sérac nature Moléson","Switzerland",0,"Cheese",1920,5.5,0,0.85,14.2,0.3,3,3
"Bio-Hüttenkäse Nature","Germany",0,"Cheese",430,4.5,2.9,3,13,0.393700787401575,2,2
"Bio frischkase /fromage frais sans lactose ","France",1,"Cheese",1051,23.5,15.6,3.2,7.5,0.31496062992126,12,16
"Fondue L'Original","Germany",2,"Cheese",1030,16,10,2.5,16,0.590551181102362,13,18
"Biscuit à l'épeautre pour bébé","Other",1,"Biscuits and cakes",1894,14,8.3,70.5,8.8,0.078740157480315,12,12
"Biscuits avec morceaux de chocolat sans gluten","Switzerland",5,"Biscuits and cakes",2110,27,14,60,4,0,18,18
"Mozzarella Herzli","Germany",1,"Cheese",1040,18.5,12.3,2,18.9,0.236220472440945,10,15
"Il Panettone","France",1,"Biscuits and cakes",1519,12,8,55,6.9,0.177165354330709,19,19
"Panettone ","Other",1,"Biscuits and cakes",1536,13,8.5,54,7.1,0.18503937007874,21,21
"Il Pandoro","France",1,"Biscuits and cakes",1687,19,13,51,6.3,0.224409448818898,23,23
"Gran Pasticceria Coconut Biscuits","France",3,"Biscuits and cakes",2364,39,31,45,7.2,0.0866141732283465,24,24
"Gran Pasticceria Dark Hazelnut Biscuits","France",1,"Biscuits and cakes",2276,35,22,47,7.7,0.062992125984252,22,22
"Mozzarella 20 Mini (13,5% MG)","Other",1,"Cheese",969,17,12,1,19,0.295275590551181,10,15
"Mozzarella","France",1,"Cheese",989,18,12.5,2,17,0.276,10,15
"Mozzarella (19% MG) - 125 g - Galbani","Other",0,"Cheese",1043,19,15,2,18,0.177165354330709,9,14
"Gran Mozzarella (17% MG) - 393 g - Galbani","Other",0,"Cheese",935,17,11.9,1,17,0.295,10,15
"Mozzarella Di latte Di bufala","France",0,"Cheese",1121,24,16,0.7,13,0.275590551181102,11,16
"Mozzarella Maxi","Germany",1,"Cheese",989,18,12.5,2,17,0.275590551181102,10,15
"Mozzarella Grattugiata (25 % MG)","Other",1,"Cheese",1362,25,17.2,2.7,23,0.393700787401575,13,18
"Grana Padano râpé","France",1,"Cheese",1654,29,18,0,33,0.590551181102362,15,20
"Parmesan reggiano","France",0,"Cheese",1640,28,19,0,33,0.62992125984252,15,20
"Kinder délice cacao - 42g","France",4,"Biscuits and cakes",1975,29.2,16.9,45.1,5.4,0.1,24,24
"Kinder délice cacao","France",4,"Biscuits and cakes",1975,29.2,16.9,45.1,5.4,0.1,22,22
"Joghurt-Schnitte","Germany",3,"Biscuits and cakes",1565,22.4,13.9,35,7.2,0.190157480314961,22,22
"Duplo","France",3,"Biscuits and cakes",2316,33.5,19.1,56,6.1,0.0751968503937008,26,26
"Bueno Dark","France",3,"Biscuits and cakes",2358,37.4,16.8,46.1,9.3,0.0909448818897638,26,26
"Nutella B-ready","France",1,"Biscuits and cakes",2100,24.1,8.4,60.9,8.3,0.239370078740157,25,25
"Taleggio","Other",0,"Cheese",1160,23,16,0.9,17,0.866141732283465,17,22
"La Mandorlata ","France",2,"Biscuits and cakes",1649,16,8.2,54,7.2,0.153543307086614,19,19
"Panettone","France",2,"Biscuits and cakes",1554,14,8.3,53,6.8,0.161417322834646,19,19
"La colomba","Other",2,"Biscuits and cakes",1590,14,8,56,7,0.1,16,16
"Parmigiano Reggiano AOP râpé (28% MG) - 70 g - Giovanni Ferrari","France",0,"Cheese",1628,28,19,0,33,0.63,15,20
"Bresaola italienne","France",2,"Processed meat",732,4.3,1.82,0,34,2.733,13,13
"Mix Max","France",5,"Biscuits and cakes",1834,22.7,16.7,52.1,5.7,0.14,23,23
"Mix Milk","France",3,"Biscuits and cakes",1820,21.9,16.6,52.9,5.8,0.137795275590551,24,24
"Trancetto Cacao","France",5,"Biscuits and cakes",1636,17.7,9.1,51.9,5.2,0.149606299212598,21,21
"Roll Max Cacao","France",5,"Biscuits and cakes",1661,17.3,9.9,53.9,5.5,0.149606299212598,22,22
"Il Primosale Osella","Switzerland",0,"Cheese",855,16,10.5,3.1,12,0.255905511811024,9,14
"Sottilette","Other",1,"Cheese",1015,17,11,4.1,17,0,8,13
"BAULI Il panettone di Verona","Other",2,"Biscuits and cakes",1597,15,9.1,52,7,0.169,21,21
"La Colomba con Mandorle e Canditi","France",2,"Biscuits and cakes",1573,14,7.7,54,6.9,0.137795275590551,19,19
"Tiramisù","France",5,"Biscuits and cakes",1697,19,10,51,6.2,0.244094488188976,23,23
"Gran di Vittorio","France",1,"Cheese",1600,29,19.6,0,31,0.590551181102362,15,20
"Mozzarella di latte di Bufala (25% MG)","France",0,"Cheese",1171,25,16,1,14,0.31496062992126,11,16
"Parmesan","France",1,"Cheese",1600,29,19.6,0,31,0.590551181102362,15,20
"Mozarella Bigi","France",1,"Cheese",1019,18.5,12.2,0.7,19,0.149606299212598,9,14
"Robiola con carciofi e timo","Other",1,"Cheese",1315,29,18.4,3.4,10,0.31496062992126,16,16
"Grana Padano Grattugiato (32% MG)","France",0,"Cheese",1654,29,18,0,33,0.590551181102362,15,20
"Panettone Classico","France",4,"Biscuits and cakes",1595,16.4,9.6,50.9,7.2,0.118110236220472,18,18
"Gorgonzola DOP","France",0,"Cheese",1313,26.3,18.3,0.8,19.3,0.669291338582677,15,20
"Bontà di Pasticceria","France",5,"Biscuits and cakes",1943,24.8,12.7,56.3,5.8,0.0551181102362205,17,17
"Quadruccini","France",4,"Biscuits and cakes",1981,25.8,13.1,55.5,4.7,0.0551181102362205,17,17
"Mozzarella Fior di Latte","France",0,"Cheese",924,16.6,12.2,0.3,17.3,0.15748031496063,8,13
"Mozzarelline","France",0,"Cheese",895,16.2,12.4,0.8,16.6,0.177165354330709,8,13
"Melegatti Panettone due delizie","Other",0,"Biscuits and cakes",1612,15.8,7.8,53.1,6.8,0.217,20,20
"Granarolo Stracchino cremoso","Other",0,"Cheese",1112,24,16,1.2,12,0.315,16,16
"Panettone","France",1,"Biscuits and cakes",1534,13,8,55,6,0.145669291338583,15,15
"Pandoro","France",1,"Biscuits and cakes",1674,20,14,46,8,0.236220472440945,18,18
"Parmiggiano Reggiano D.O.P.","France",0,"Cheese",1633,28,19,0,33,0.62992125984252,15,20
"Pandoro traditionnel italien ","France",0,"Biscuits and cakes",1410,16.2,10,38.8,7.5,0.175,17,17
"Panettone","France",1,"Biscuits and cakes",1551,13,8,55,7,14.5669291338583,24,24
"Preparato per Torta Crema Cioc","France",7,"Biscuits and cakes",1149,14,9.4,32,5.2,0.0708661417322834,15,15
"Bio Parmigiano Reggiano","Germany",0,"Cheese",1633,28,19,0,33,0.62992125984252,15,20
"Il Panettone Milanese","France",1,"Biscuits and cakes",1603,16,9.7,52,6.1,0.137795275590551,19,19
"Mortadella","France",2,"Processed meat",1200,26,9.5,0,14,0.866141732283465,21,21
"Salame Milano","France",2,"Processed meat",1461,28,12,0,25,1.65354330708661,24,24
"Coppa Stagionata","France",3,"Processed meat",1364,24,10,0,28,1.5748031496063,23,23
"Bresaola","France",2,"Processed meat",644,2.7,0.7,0,32,1.49606299212598,11,11
"Prosciutto Crudo Stagionato","France",1,"Processed meat",994,14,4.7,0,28,2.36220472440945,16,16
"Parmigiano Reggiano D.O.P 30 mesi (28,4% MG)","France",0,"Cheese",1633,28.4,18.7,0,33,0.62992125984252,15,20
"Poker Cacao","Other",1,"Biscuits and cakes",2040,24.4,17.8,62.2,6.67,0.122,23,23
"Poker Nocciola","Other",1,"Biscuits and cakes",2163,26.3,18.6,62.6,6,0.157,25,25
"Prosciutto di Parma","France",0,"Processed meat",1061,16,5.3,0.5,27,1.81102362204724,18,18
"Speck des Alpes","France",2,"Processed meat",1068,16,6.1,0,28,1.81102362204724,19,19
"Prosciutto Crudo Stagionato","France",1,"Processed meat",1011,14,5.1,0,29,1.96850393700787,18,18
"Mortadella Bologna","France",3,"Processed meat",1103,22,8.3,0,17,1.02362204724409,21,21
"Salame Rustico","France",3,"Processed meat",1418,25,11,0,29,1.73228346456693,24,24
"Bresaola","France",2,"Processed meat",678,2.7,1.6,0,34,1.65354330708661,13,13
"Jambon cru italien affinage 9 mois","France",1,"Processed meat",1011,14,5,0,29,1.96850393700787,17,17
"Jambon rôti aux herbes","France",2,"Processed meat",500,3.4,1,0,22,0.708661417322835,3,3
"Dolcetto Apricot Cream","France",6,"Biscuits and cakes",1569,11.5,6.1,61.4,5.5,0.118110236220472,17,17
"Gorgonzola (25% MG)","France",0,"Cheese",1280,25,17.5,1.7,18.6,0.669291338582677,15,20
"Grana Padano Gratugiato Fresco D.O.P.","France",1,"Cheese",1612,28,18,0,33,0.590551181102362,15,20
"Mascarpone","France",1,"Cheese",1638,40.6,28.7,2.1,5.9,0.133858267716535,12,15
"Golosini crema cacao magro","France",5,"Biscuits and cakes",1632,14.5,6.3,58.9,5,0.248,18,18
"Mini Roulés","France",3,"Biscuits and cakes",1744,19.6,8.8,55,4.3,0.228346456692913,21,21
"Grated cheese","Germany",1,"Cheese",1932,31.7,20.2,2,52.2,1.5748031496063,20,25
"Bresaola della Valtellina I.G.P","France",2,"Processed meat",689,3,1.1,0.5,33.5,1.5748031496063,13,13
"Sablé Choc","France",4,"Biscuits and cakes",2144,24,13,64,6.7,0.295275590551181,21,21
"Biscotti con Cioccolato","Other",3,"Biscuits and cakes",2049,22,12,67,4.2,0.28740157480315,20,20
"Choco Chip Cookies","Other",3,"Biscuits and cakes",2186,28,15,62,4.3,0.216535433070866,19,19
"Digestive Landtaler","Germany",2,"Biscuits and cakes",2021,22,9,62,6.1,0.248031496062992,15,15
"Petit beurre sans gluten","France",3,"Biscuits and cakes",1930,14,9.4,80,2.7,0.393700787401575,20,20
"Muffins choco","France",5,"Biscuits and cakes",1866,26,5,44,5.8,0.236220472440945,11,11
"Parmigiano Reggiano râpé frais","France",0,"Cheese",1633,28,19,0,33,0.62992125984252,15,20
"Parmigiano Reggiano râpé frais","Other",0,"Cheese",1682,30,20,0,32,0.62992125984252,16,21
"Parmareggio","Other",2,"Cheese",910,15,10,9,13,0.669291338582677,14,19
"Parmareggio - Parmigiano reggiano DOP 30 mesi grattugiato","Other",0,"Cheese",1633,28.4,18.7,0,33,0.551,20,20
"Provolone Dolce","France",0,"Cheese",1535,30,21,0,24,0.78740157480315,17,22
"Panforte Fichi e Noci","Other",0,"Biscuits and cakes",1580,11.8,1,61,5.5,0.236220472440945,7,7
"Vino bianco","Other",0,"Alcoholic beverages",248,0,0,0.4,0,0,10,0
"Canestrelli della Liguria","France",0,"Biscuits and cakes",2167,26,18,64,5.7,0.0393700787401575,19,19
"Rapitalia","France",1,"Cheese",2109,37,26,0.5,43,1.06299212598425,21,26
"Crema de espárragos fresca","Spain",0,"Soups",195,2,0.36,6.3,0.6,0.2,2,2
"Vichyssoise fresca","Spain",0,"Soups",174,1,0.16,6.3,1.2,0.2833,3,3
"Crema de calabaza y zanahoria fresca","Spain",0,"Soups",204,2.6,0.4,5.4,0.4,0.1333,1,1
"Crema de verduras","Spain",0,"Soups",160,1,0.19,6,0.7,0.18503937007874,2,2
"Grana padano grattugiato fresco ","Other",1,"Cheese",1654,29,18,0,33,0.590551181102362,15,20
"Kalimero al cioccolato","France",5,"Biscuits and cakes",1950,19.87,10.36,64.4,5.55,0.125984251968504,20,20
"Ciambella Limone","France",3,"Biscuits and cakes",1726,21,3,50.9,6.9,0.137795275590551,14,14
"Scamorza","France",1,"Cheese",1302,23,15.87,5.5,21,0.511811023622047,12,17
"mozzarella cerises","France",2,"Cheese",1018,19,14.4,2.2,16.7,0.0944881889763779,8,13
"Malga Paradiso Formaggio fresco spalmabile","Other",0,"Cheese",866,19,10.4,2.9,6.7,0.276,15,15
"Igor Gorgonzola","Germany",0,"Cheese",1346,27,19,0.9,19,0.708661417322835,16,21
"Mozzarella di bufala campana D.O.P (23% MG)","France",0,"Cheese",1152,23,15,0.5,17,0.2,10,15
"Gorgonzola Dop Stellina (27% MG)","France",0,"Cheese",1322,27,16,0,19,0.590551181102362,14,19
"Mozzarella di bufala campana DOP (23% MG)","France",0,"Cheese",1154,23,17.8,0.8,17.4,0.196850393700787,10,15
"Mozzarella di bufala campana","France",0,"Cheese",1039,20.5,14.2,0.5,16,0.236220472440945,10,15
"GRATTUGIATO râpé","France",0,"Cheese",1633,28,19,0,33,0.62992125984252,15,20
"Organic Mascarpone Bio","France",1,"Cheese",1891,47.7,32.5,2.8,4.7,0.0236,13,15
"Prosciutto Cotto Rustico","France",2,"Processed meat",452,2.1,0.7,0,22,0.78740157480315,4,4
"Prosciutto Cotto Tradizionale","France",2,"Processed meat",575,5.8,1.9,0,21,0.748031496062992,5,5
"Prosciutto di Parma","France",0,"Processed meat",1056,16,5.3,0.5,27,1.81102362204724,18,18
"Parmigiano Reggiano Grattugiato","France",0,"Cheese",1633,28.4,20.9,0,33,0.62992125984252,15,20
"Mozzarella di bufala campana D.O.P","France",0,"Cheese",1026,22,12.6,0.36,12.1,0.28740157480315,11,16
"Cantuccini","France",3,"Biscuits and cakes",1846,12.6,7.5,71.7,8,0.078740157480315,20,20
"Mozzarella di Bufala Campana","France",0,"Cheese",1198,25,17,0.8,15,0.220472440944882,10,15
"Mozzarella di Bufala Campagna (25% MG)","France",0,"Cheese",1198,25,17,0.8,15,0.220472440944882,10,15
"Burrata in foglia (16,5% MG)","France",1,"Cheese",873,16.5,13.6,2.04,13.4,0.248031496062992,9,14
"Cappuccino","USA",2,"Biscuits and cakes",2284,32.8,13.8,56.3,5.8,0.216535433070866,23,23
"Grisbi Lemon Cream","Other",3,"Biscuits and cakes",2245,31.4,14.4,57.4,6.3,0.12,22,22
"Hazelnut","France",3,"Biscuits and cakes",2318,32.7,24.2,60.1,4.4,0.196850393700787,25,25
"Grok","Other",0,"Cheese",2074,34,22.5,0,48,0.8,19,24
"burrata","France",1,"Cheese",1003,17,12,0.8,14,0.12992125984252,8,13
"mozzarella di bufala campna","France",0,"Cheese",1184,25,16,1,13.5,0.31496062992126,11,16
"Panettone","Other",1,"Biscuits and cakes",1593,16,9.9,51,7.5,0.196850393700787,21,21
"Baiocchi","France",3,"Biscuits and cakes",2138,26,14.6,60,7.5,0.295275590551181,19,19
"Citterio il Prosciutto Crudo","France",1,"Processed meat",960,13.5,5.5,0.1,27,1.73228346456693,17,17
"Mortadella Bologna IGP","France",2,"Processed meat",1216,26,10.4,0.1,16,0.984251968503937,23,23
"Trancetto Cacao","France",5,"Biscuits and cakes",1636,17.7,9.1,51.9,5.2,0.15,19,19
"Baiocchi Nocciola","France",3,"Biscuits and cakes",2136,26,14.6,60,7.5,0.295275590551181,19,19
"Baiocchi","France",3,"Biscuits and cakes",2140,26.1,14.6,60,7.5,0.295,19,19
"Tenezze","France",5,"Biscuits and cakes",1996,25,14,55.7,6,0.148,18,18
"Girotondi","Other",2,"Biscuits and cakes",1959,17,8.5,70.3,6.5,0.374015748031496,17,17
"Icantuccini","Other",3,"Biscuits and cakes",1787,14.1,3.8,62.9,9.8,0.12,11,11
"Le Supérieur Cuit à l'Etouffée (lot 2x6 tranches + 6 tranches gratuites)","France",2,"Processed meat",467,2.2,0.8,0.7,22,0.708661417322835,3,3
"Chocolate chip cookies","USA",3,"Biscuits and cakes",2090,25,13.9,61.1,5.56,0.528,29,29
"Lomo de cebo iberico media pieza","France",5,"Processed meat",1350,19,8,0,38,1.18110236220472,21,21
"Cookies Big & Chunky","Spain",5,"Biscuits and cakes",2147,27,15,62,4.5,0.43,25,25
"Original","Other",4,"Biscuits and cakes",2010,20,9.8,69,5,0.354330708661417,22,22
"Digestive","Other",2,"Biscuits and cakes",2015,21,4.7,64,7.1,0.661,15,15
"Tosta Rica","Other",0,"Biscuits and cakes",1934,16,3.2,72,6,0.266929133858268,13,13
"Galletas Napolitanas","Spain",2,"Biscuits and cakes",2051,21,9.7,68,6,0.433070866141732,24,24
"Campurrianas","Spain",0,"Biscuits and cakes",1914,15,7.2,74,5,0.267716535433071,19,19
"Maria","Other",3,"Biscuits and cakes",1791,8,1.8,80,7,0.366141732283465,15,15
"Ricanela","Other",2,"Biscuits and cakes",2051,21,9.7,68,6,0.393700787401575,24,24
"American donuts®","Other",8,"Biscuits and cakes",2021,33,18,40,6,0.193,18,18
"Cuajada","France",2,"Cheese",318,3.7,2.5,7.1,3.3,0.0551181102362205,1,1
"Jamon Serrano","UK",2,"Processed meat",979,12,4,1.5,30,2.04724409448819,15,15
